matricula,nome,idade,curso,cidade,uf,cra
20262304,Fernanda Rocha Pereira Dias,31,Quimica,Teofilo Otoni,SP,9.74
20262305,Amanda Soares Mendes,39,Ciencia da Computacao,Juiz de Fora,SP,5.21
20262306,Gabriel Mendes Martins Lima,47,Matematica,Ouro Preto,MG,9.56
20262307,Amanda Andrade Santos Almeida,22,Ciencia da Computacao,Montes Claros,RJ,6.41
20262308,Olivia Barbosa Silva,31,Quimica,Curvelo,MG,5.01
20262309,Carlos Carvalho Machado,20,Agronomia,Governador Valadares,GO,9.76
20262310,Eduardo Cavalcanti Barbosa,24,Analise e Desenvolvimento de Sistemas,Janauba,ES,8.02
20262311,Felipe Nascimento,40,Analise e Desenvolvimento de Sistemas,Sao Francisco,GO,7.78
20262312,Debora Moreira,22,Ciencia da Computacao,Januaria,RJ,9.72
20262313,Thiago Silva Santos,43,Matematica,Uberlandia,DF,7.68
20262314,Enzo Mendes,48,Engenharia de Software,Januaria,DF,8.41
20262315,Matheus Teixeira Fernandes,26,Quimica,Belo Horizonte,GO,5.95
20262316,Yasmin Pinto Andrade Almeida,19,Ciencia da Computacao,Coronel Fabriciano,RJ,7.25
20262317,Lucas Dias Rocha Silva,31,Sistemas de Informacao,Sao Francisco,DF,5.05
20262318,Enzo Rocha Soares,26,Administracao,Teofilo Otoni,SP,5.52
20262319,Mariana Pinto Souza,29,Fisica,Curvelo,GO,8.82
20262320,Pedro Barbosa Dias,24,Engenharia Eletrica,Montes Claros,GO,8.86
20262321,Guilherme Oliveira Nascimento,33,Ciencia da Computacao,Ouro Preto,ES,9.48
20262322,Rafaela Silva Gomes,25,Engenharia Eletrica,Coronel Fabriciano,RJ,7.18
20262323,Luana Silva Vieira Dias,47,Medicina,Curvelo,ES,8.87
20262324,Alexandre Medeiros Ribeiro,23,Sistemas de Informacao,Curvelo,GO,7.91
20262325,Lucas Nunes Oliveira,32,Analise e Desenvolvimento de Sistemas,Uberlandia,GO,8.94
20262326,Ana Gomes,47,Medicina,Sao Francisco,ES,5.91
20262327,Larissa Santos Castro,26,Ciencia da Computacao,Juiz de Fora,MG,5.45
20262328,Lucas Almeida Monteiro,18,Sistemas de Informacao,Belo Horizonte,RJ,8.43
20262329,Gustavo Costa,22,Medicina,Lavras,DF,5.61
20262330,Natalia Silva Andrade,54,Engenharia Eletrica,Uberlandia,MG,8.79
20262331,Olivia Cavalcanti Andrade,39,Agronomia,Ouro Preto,MG,8.58
20262332,Thiago Freitas Cardoso Costa,24,Administracao,Ouro Preto,ES,5.22
20262333,Beatriz Lopes,48,Agronomia,Governador Valadares,DF,6.06
20262334,Enzo Castro Gomes,50,Matematica,Vicosa,BA,8.94
20262335,Yasmin Souza Alves,50,Sistemas de Informacao,Teofilo Otoni,GO,8.69
20262336,Daniela Ribeiro,53,Analise e Desenvolvimento de Sistemas,Governador Valadares,SP,7.63
20262337,Pedro Lima Gomes,21,Engenharia de Software,Salinas,SP,6.37
20262338,Olivia Lima Moura Pereira,22,Administracao,Sao Francisco,ES,7.95
20262339,Ana Lima,18,Sistemas de Informacao,Januaria,GO,6.02
20262340,Juliana Almeida,26,Sistemas de Informacao,Juiz de Fora,RJ,6.76
20262341,Gabriel Lopes Andrade Martins,20,Sistemas de Informacao,Lavras,MG,7.05
20262342,Guilherme Soares Nunes Martins,18,Fisica,Januaria,SP,8.5
20262343,Joao Freitas Freitas,40,Administracao,Curvelo,MG,7.99
20262344,Eduardo Santos Costa,23,Administracao,Salinas,RJ,6.46
20262345,Carlos Costa Pinto Moura,31,Engenharia Eletrica,Montes Claros,SP,6.21
20262346,Felipe Fernandes Rodrigues Brito,42,Administracao,Teofilo Otoni,BA,7.78
20262347,Nicolas Pereira Marques Ramos,18,Agronomia,Januaria,SP,6.99
20262348,Guilherme Nunes Freitas Oliveira,42,Analise e Desenvolvimento de Sistemas,Coronel Fabriciano,BA,5.41
20262349,Flavia Andrade Andrade,21,Engenharia de Software,Curvelo,SP,8.82
20262350,Yasmin Oliveira Mendes Machado,43,Analise e Desenvolvimento de Sistemas,Brasilia de Minas,ES,8.77
20262351,Thiago Marques Nascimento Silva,37,Fisica,Governador Valadares,RJ,5.82
20262352,Lucas Moreira,26,Administracao,Pirapora,MG,6.45
20262353,Olivia Marques,26,Quimica,Janauba,GO,7.72
20262354,Juliana Alves Teixeira,50,Fisica,Januaria,ES,8.6
20262355,Gustavo Brito Alves Brito,44,Sistemas de Informacao,Diamantina,GO,6.52
20262356,Fernanda Castro Medeiros Moreira,34,Analise e Desenvolvimento de Sistemas,Belo Horizonte,ES,6.66
20262357,Igor Vieira Freitas,29,Medicina,Januaria,SP,7.6
20262358,Samuel Martins Oliveira,33,Engenharia Eletrica,Salinas,GO,9.09
20262359,Camila Ramos Nunes Santos,41,Quimica,Porteirinha,SP,9.23
20262360,Enzo Medeiros Fernandes Ramos,39,Direito,Coronel Fabriciano,ES,8.49
20262361,Tatiana Dias Martins Andrade,33,Administracao,Sao Francisco,ES,7.31
20262362,Flavia Moreira Castro Teixeira,42,Engenharia Eletrica,Uberlandia,BA,9.44
20262363,Mariana Dias,36,Medicina,Montes Claros,ES,8.42
20262364,Beatriz Brito,37,Agronomia,Salinas,DF,6.67
20262365,Gustavo Gomes Rocha Andrade,54,Administracao,Coronel Fabriciano,SP,9.14
20262366,Rafaela Silva,47,Engenharia de Software,Almenara,BA,6.8
20262367,Helena Fernandes Ribeiro Moreira,25,Engenharia de Software,Januaria,GO,9.67
20262368,Amanda Martins Lopes,28,Administracao,Pirapora,SP,8.81
20262369,Olivia Souza Mendes Medeiros,44,Analise e Desenvolvimento de Sistemas,Juiz de Fora,BA,5.51
20262370,Bruno Santos Cavalcanti Pereira,49,Agronomia,Sao Francisco,BA,5.7
20262371,Debora Monteiro,46,Engenharia Eletrica,Ouro Preto,SP,6.56
20262372,Tatiana Ribeiro Machado,50,Direito,Porteirinha,SP,9.14
20262373,Natalia Souza Pereira,49,Analise e Desenvolvimento de Sistemas,Teofilo Otoni,DF,8.18
20262374,Bruno Moura Marques Dias,27,Analise e Desenvolvimento de Sistemas,Juiz de Fora,RJ,7.22
20262375,Flavia Rocha Marques,30,Analise e Desenvolvimento de Sistemas,Juiz de Fora,MG,5.55
20262376,Carlos Nascimento Gomes Mendes,52,Engenharia Eletrica,Montes Claros,SP,6.59
20262377,Carlos Oliveira Santos,27,Direito,Teofilo Otoni,GO,5.63
20262378,Alexandre Freitas Martins,25,Administracao,Montes Claros,ES,6.48
20262379,Helena Carvalho Nunes Moura,23,Direito,Teofilo Otoni,MG,5.97
20262380,Luana Nascimento,40,Quimica,Almenara,ES,8.8
20262381,Bruno Castro,29,Matematica,Vicosa,DF,6.21
20262382,Debora Brito,40,Fisica,Belo Horizonte,BA,5.73
20262383,Joao Almeida,30,Agronomia,Governador Valadares,ES,5.85
20262384,Matheus Almeida Nascimento,32,Sistemas de Informacao,Diamantina,RJ,7.09
20262385,Carlos Cardoso Nunes,23,Ciencia da Computacao,Ouro Preto,RJ,5.22
20262386,Gustavo Ramos,25,Agronomia,Teofilo Otoni,DF,9.18
20262387,Gabriel Silva Ramos,25,Sistemas de Informacao,Coronel Fabriciano,MG,6.74
20262388,Leticia Almeida Monteiro Monteiro,29,Quimica,Salinas,DF,7.42
20262389,Isabela Soares Cavalcanti Soares,43,Direito,Belo Horizonte,SP,7.17
20262390,Juliana Carvalho Carvalho,27,Sistemas de Informacao,Teofilo Otoni,GO,7.49
20262391,Gustavo Vieira Soares,27,Medicina,Ouro Preto,GO,9.2
20262392,Mariana Ribeiro Nascimento,43,Ciencia da Computacao,Coronel Fabriciano,BA,9.02
20262393,Beatriz Carvalho Andrade,21,Administracao,Diamantina,DF,9.4
20262394,Matheus Lopes Rodrigues Pereira,52,Ciencia da Computacao,Porteirinha,RJ,8.35
20262395,Gabriel Lopes Silva,49,Fisica,Janauba,BA,9.2
20262396,Helena Monteiro Rocha Gomes,18,Fisica,Salinas,BA,8.8
20262397,Daniela Teixeira,36,Fisica,Coronel Fabriciano,BA,7.8
20262398,Debora Moreira Rodrigues Rocha,35,Direito,Januaria,SP,6.56
20262399,Mariana Rodrigues Andrade,23,Administracao,Porteirinha,MG,5.38
20262400,Beatriz Dias Machado Fernandes,19,Matematica,Salinas,ES,8.53
20262401,Olivia Pinto Rocha,46,Agronomia,Vicosa,SP,8.94
20262402,Ana Lima,19,Engenharia de Software,Teofilo Otoni,RJ,9.78
20262403,Eduardo Brito Ramos,24,Sistemas de Informacao,Salinas,BA,6.51
20262404,Thiago Lopes Machado Brito,43,Direito,Ouro Preto,ES,8.17
20262405,Thiago Moura Cardoso,31,Engenharia Eletrica,Teofilo Otoni,RJ,7.4
20262406,Fernanda Castro Ribeiro,26,Direito,Coronel Fabriciano,GO,8.75
20262407,Beatriz Medeiros Moura,52,Matematica,Vicosa,GO,7.67
20262408,Olivia Medeiros Barbosa,30,Engenharia Eletrica,Governador Valadares,MG,8.09
20262409,Yasmin Martins Santos,50,Fisica,Curvelo,GO,6.64
20262410,Juliana Oliveira Costa,25,Matematica,Salinas,SP,9.13
20262411,Natalia Moreira Fernandes Vieira,54,Fisica,Juiz de Fora,DF,9.52
20262412,Daniela Silva Lima,44,Agronomia,Juiz de Fora,RJ,6.5
20262413,Isabela Ramos Nunes,37,Matematica,Juiz de Fora,ES,7.21
20262414,Fernanda Marques Martins,42,Medicina,Uberlandia,GO,9.85
20262415,Beatriz Oliveira Santos,44,Analise e Desenvolvimento de Sistemas,Sao Francisco,SP,8.43
20262416,Carlos Pinto Moreira,35,Matematica,Uberlandia,ES,5.91
20262417,Fernanda Pereira Medeiros,40,Sistemas de Informacao,Curvelo,GO,6.86
20262418,Daniela Andrade Pinto,47,Quimica,Montes Claros,BA,6.8
20262419,Camila Costa,47,Administracao,Belo Horizonte,RJ,6.47
20262420,Alexandre Brito Vieira Moura,53,Matematica,Janauba,ES,6.93
20262421,Guilherme Machado Lopes Barbosa,39,Engenharia de Software,Brasilia de Minas,GO,6.08
20262422,Eduardo Barbosa Brito Pereira,43,Matematica,Governador Valadares,ES,6.2
20262423,Samuel Fernandes Pinto,46,Engenharia de Software,Diamantina,ES,9.32
20262424,Samuel Santos Moura Monteiro,28,Sistemas de Informacao,Diamantina,MG,7.91
20262425,Igor Castro Cardoso,31,Matematica,Ouro Preto,GO,8.78
20262426,Tatiana Alves Lopes,28,Engenharia Eletrica,Montes Claros,DF,7.8
20262427,Mariana Pereira,48,Ciencia da Computacao,Vicosa,SP,6.48
20262428,Caio Martins Vieira Marques,41,Medicina,Vicosa,DF,7.87
20262429,Igor Oliveira Lopes Silva,20,Engenharia de Software,Porteirinha,ES,7.12
20262430,Eduardo Gomes Brito,32,Matematica,Januaria,DF,5.13
20262431,Caio Alves Lima Pereira,31,Quimica,Juiz de Fora,SP,9.21
20262432,Camila Castro Nunes Martins,39,Matematica,Janauba,GO,8.32
20262433,Ana Monteiro Machado,23,Matematica,Governador Valadares,BA,9.63
20262434,Debora Monteiro Barbosa,30,Engenharia de Software,Janauba,RJ,6.9
20262435,Pedro Cavalcanti,53,Medicina,Januaria,BA,6.45
20262436,Guilherme Costa,26,Ciencia da Computacao,Diamantina,BA,6.52
20262437,Samuel Marques Carvalho,24,Ciencia da Computacao,Brasilia de Minas,BA,8.25
20262438,Guilherme Teixeira Nunes Cavalcanti,19,Ciencia da Computacao,Ouro Preto,DF,9.42
20262439,Alexandre Gomes Medeiros Fernandes,42,Matematica,Januaria,BA,9.34
20262440,Natalia Mendes Vieira,22,Direito,Porteirinha,BA,9.87
20262441,Alexandre Souza Gomes,32,Agronomia,Sao Francisco,MG,5.8
20262442,Luana Fernandes Machado Nunes,39,Sistemas de Informacao,Juiz de Fora,DF,6.65
20262443,Lucas Martins Martins Lima,51,Sistemas de Informacao,Governador Valadares,DF,6.15
20262444,Igor Dias,43,Matematica,Pirapora,BA,6.0
20262445,Bruno Almeida,30,Engenharia de Software,Uberlandia,RJ,7.16
20262446,Helena Machado Freitas Andrade,18,Direito,Uberlandia,BA,8.8
20262447,Caio Rocha Lopes,21,Sistemas de Informacao,Porteirinha,GO,6.81
20262448,Mariana Almeida,55,Agronomia,Porteirinha,DF,7.39
20262449,Olivia Fernandes Lima,20,Sistemas de Informacao,Ouro Preto,SP,7.25
20262450,Amanda Santos Ferreira Freitas,28,Sistemas de Informacao,Almenara,SP,5.26
20262451,Joao Marques Soares,52,Direito,Pirapora,DF,9.49
20262452,Natalia Rocha Soares,44,Engenharia Eletrica,Governador Valadares,DF,9.08
20262453,Mariana Soares Souza Moreira,41,Fisica,Ouro Preto,BA,7.63
20262454,Juliana Cardoso Gomes Dias,50,Engenharia Eletrica,Teofilo Otoni,BA,6.55
20262455,Amanda Dias,42,Administracao,Ouro Preto,SP,8.49
20262456,Juliana Lopes Ramos Lopes,30,Direito,Curvelo,DF,9.61
20262457,Gabriel Lima Ferreira Ferreira,21,Engenharia Eletrica,Lavras,RJ,9.73
20262458,Caio Monteiro,44,Quimica,Governador Valadares,MG,8.28
20262459,Eduardo Freitas Souza Ramos,36,Quimica,Januaria,DF,8.08
20262460,Juliana Nascimento Alves,55,Matematica,Governador Valadares,SP,8.4
20262461,Alexandre Pereira,49,Engenharia Eletrica,Teofilo Otoni,BA,5.7
20262462,Enzo Soares Lopes,32,Agronomia,Juiz de Fora,BA,5.8
20262463,Vinicius Gomes Gomes,25,Administracao,Teofilo Otoni,RJ,8.33
20262464,Samuel Pinto Moreira,30,Analise e Desenvolvimento de Sistemas,Montes Claros,GO,7.64
20262465,Vinicius Vieira,37,Direito,Montes Claros,SP,7.46
20262466,Rodrigo Castro Pinto,39,Ciencia da Computacao,Porteirinha,RJ,5.1
20262467,Debora Brito,42,Agronomia,Sao Francisco,MG,8.0
20262468,Nicolas Mendes Ramos Soares,29,Administracao,Uberlandia,GO,8.22
20262469,Gustavo Rocha,44,Analise e Desenvolvimento de Sistemas,Porteirinha,BA,7.22
20262470,Alexandre Costa Costa,40,Matematica,Almenara,MG,7.05
20262471,Caio Cavalcanti Ferreira Gomes,26,Ciencia da Computacao,Sao Francisco,ES,8.55
20262472,Amanda Vieira,25,Engenharia Eletrica,Janauba,DF,9.68
20262473,Olivia Oliveira Gomes Pinto,38,Medicina,Curvelo,RJ,6.14
20262474,Juliana Marques Ribeiro,36,Fisica,Teofilo Otoni,MG,7.11
20262475,Samuel Brito,50,Ciencia da Computacao,Ouro Preto,SP,5.48
20262476,Gabriel Almeida Cavalcanti,20,Ciencia da Computacao,Porteirinha,ES,7.62
20262477,Lucas Rodrigues Ferreira Ribeiro,27,Engenharia Eletrica,Teofilo Otoni,DF,5.37
20262478,Rodrigo Pereira Andrade Cavalcanti,27,Administracao,Ouro Preto,RJ,7.63
20262479,Yasmin Silva Alves Pinto,25,Agronomia,Janauba,SP,7.73
20262480,Yasmin Barbosa,26,Fisica,Montes Claros,MG,8.89
20262481,Rodrigo Ramos,46,Fisica,Lavras,RJ,6.2
20262482,Alexandre Moreira Nunes,36,Administracao,Brasilia de Minas,DF,8.65
20262483,Igor Carvalho Vieira,29,Engenharia Eletrica,Governador Valadares,BA,8.5
20262484,Juliana Ribeiro Rodrigues,30,Sistemas de Informacao,Montes Claros,SP,8.38
20262485,Lucas Brito,34,Agronomia,Belo Horizonte,DF,9.77
20262486,Natalia Teixeira Medeiros,25,Engenharia Eletrica,Vicosa,DF,8.01
20262487,Guilherme Pinto,35,Matematica,Lavras,MG,8.19
20262488,Nicolas Pereira Monteiro,19,Ciencia da Computacao,Diamantina,RJ,7.07
20262489,Lucas Silva,21,Ciencia da Computacao,Sao Francisco,BA,8.67
20262490,Nicolas Cavalcanti Nunes,30,Engenharia Eletrica,Montes Claros,SP,8.1
20262491,Mariana Fernandes Lopes,51,Analise e Desenvolvimento de Sistemas,Ouro Preto,GO,5.01
20262492,Lucas Marques Brito,28,Fisica,Curvelo,DF,8.0
20262493,Flavia Cavalcanti,45,Sistemas de Informacao,Juiz de Fora,DF,7.14
20262494,Pedro Ribeiro Monteiro,31,Agronomia,Governador Valadares,RJ,8.3
20262495,Olivia Carvalho Cardoso Marques,23,Agronomia,Janauba,GO,5.56
20262496,Felipe Nunes Ribeiro,43,Direito,Pirapora,BA,7.13
20262497,Gabriel Silva Rodrigues,30,Sistemas de Informacao,Lavras,DF,5.77
20262498,Gustavo Gomes Alves Cavalcanti,50,Quimica,Diamantina,SP,9.4
20262499,Gustavo Rodrigues Moura,48,Medicina,Montes Claros,RJ,9.67
20262500,Enzo Alves Oliveira,45,Fisica,Sao Francisco,DF,7.85
20262501,Felipe Moura,24,Fisica,Porteirinha,BA,8.77
20262502,Larissa Castro Mendes,44,Engenharia Eletrica,Juiz de Fora,ES,8.4
20262503,Amanda Marques Pinto,52,Fisica,Diamantina,ES,8.39
20262504,Natalia Ribeiro Santos,27,Quimica,Coronel Fabriciano,RJ,6.81
20262505,Flavia Cavalcanti Moreira Costa,40,Matematica,Pirapora,BA,6.59
20262506,Luana Teixeira Pinto,54,Sistemas de Informacao,Janauba,SP,6.1
20262507,Isabela Silva Mendes,37,Sistemas de Informacao,Curvelo,DF,7.98
20262508,Matheus Gomes Brito,44,Administracao,Curvelo,SP,5.31
20262509,Luana Nunes Ramos,19,Agronomia,Montes Claros,ES,8.83
20262510,Natalia Soares Monteiro,40,Fisica,Governador Valadares,DF,7.8
20262511,Eduardo Teixeira Martins,50,Engenharia de Software,Pirapora,RJ,7.26
20262512,Larissa Moura Dias,31,Administracao,Curvelo,ES,8.96
20262513,Enzo Vieira,55,Agronomia,Montes Claros,SP,6.42
20262514,Gustavo Costa,50,Administracao,Montes Claros,SP,9.73
20262515,Carlos Costa,43,Sistemas de Informacao,Juiz de Fora,MG,6.94
20262516,Gustavo Souza Santos,52,Sistemas de Informacao,Porteirinha,ES,9.08
20262517,Gabriel Almeida Silva,53,Agronomia,Curvelo,ES,5.93
20262518,Carlos Dias Cardoso,37,Fisica,Ouro Preto,ES,6.16
20262519,Matheus Soares Alves,53,Medicina,Uberlandia,DF,6.16
20262520,Joao Andrade,18,Ciencia da Computacao,Montes Claros,BA,5.23
20262521,Enzo Nunes Alves,55,Matematica,Sao Francisco,GO,6.0
20262522,Caio Moreira Vieira Alves,53,Engenharia de Software,Curvelo,BA,9.04
20262523,Vinicius Machado Mendes Medeiros,21,Agronomia,Vicosa,GO,9.47
20262524,Camila Cardoso Costa,44,Fisica,Januaria,MG,5.55
20262525,Isabela Andrade Pereira Souza,32,Engenharia de Software,Brasilia de Minas,SP,9.65
20262526,Gustavo Castro Oliveira,43,Direito,Porteirinha,GO,6.68
20262527,Flavia Andrade Costa,37,Ciencia da Computacao,Coronel Fabriciano,BA,8.86
20262528,Alexandre Nascimento,45,Direito,Almenara,SP,9.57
20262529,Mariana Ribeiro Pereira Castro,18,Medicina,Diamantina,BA,9.57
20262530,Vinicius Mendes Santos,34,Direito,Brasilia de Minas,RJ,9.41
20262531,Vinicius Rocha Andrade,32,Matematica,Uberlandia,SP,5.84
20262532,Pedro Cavalcanti Almeida Rocha,18,Direito,Salinas,BA,6.41
20262533,Olivia Alves Costa Castro,21,Ciencia da Computacao,Diamantina,RJ,5.63
20262534,Fernanda Rodrigues,48,Analise e Desenvolvimento de Sistemas,Almenara,GO,9.75
20262535,Isabela Fernandes Cavalcanti,52,Quimica,Diamantina,ES,6.7
20262536,Alexandre Monteiro Rocha,28,Sistemas de Informacao,Curvelo,GO,6.5
20262537,Caio Lima Rocha,24,Administracao,Pirapora,ES,6.61
20262538,Fernanda Mendes Rodrigues,21,Medicina,Januaria,ES,9.17
20262539,Yasmin Castro,23,Engenharia de Software,Juiz de Fora,RJ,6.51
20262540,Debora Carvalho Nascimento,27,Engenharia de Software,Juiz de Fora,DF,7.59
20262541,Vinicius Pereira Freitas Pereira,40,Matematica,Brasilia de Minas,GO,8.95
20262542,Nicolas Soares Vieira,31,Ciencia da Computacao,Janauba,BA,7.39
20262543,Pedro Martins Pereira,51,Analise e Desenvolvimento de Sistemas,Uberlandia,MG,9.28
20262544,Nicolas Lopes,51,Matematica,Teofilo Otoni,RJ,9.59
20262545,Rodrigo Cavalcanti Ribeiro,53,Engenharia Eletrica,Sao Francisco,DF,5.85
20262546,Nicolas Silva Vieira,53,Administracao,Teofilo Otoni,SP,8.35
20262547,Helena Mendes Barbosa,44,Medicina,Belo Horizonte,SP,8.57
20262548,Rodrigo Souza Alves,50,Matematica,Pirapora,SP,7.08
20262549,Vinicius Fernandes Moreira,49,Engenharia Eletrica,Vicosa,RJ,8.64
20262550,Amanda Nunes Pinto Rodrigues,37,Analise e Desenvolvimento de Sistemas,Belo Horizonte,DF,6.94
20262551,Thiago Soares Moreira,45,Engenharia de Software,Janauba,MG,7.99
20262552,Bruno Oliveira Pereira,21,Agronomia,Governador Valadares,ES,6.67
20262553,Bruno Cavalcanti Almeida,39,Sistemas de Informacao,Pirapora,GO,5.42
20262554,Camila Vieira Vieira,28,Fisica,Brasilia de Minas,RJ,6.36
20262555,Camila Barbosa Brito Brito,47,Matematica,Sao Francisco,RJ,5.84
20262556,Debora Ramos Dias Medeiros,40,Agronomia,Almenara,ES,8.64
20262557,Daniela Ribeiro Gomes Rodrigues,46,Quimica,Curvelo,RJ,8.58
20262558,Eduardo Lima Barbosa,51,Agronomia,Belo Horizonte,GO,7.98
20262559,Fernanda Freitas Silva Dias,55,Agronomia,Brasilia de Minas,SP,9.53
20262560,Tatiana Carvalho Machado Ramos,28,Agronomia,Coronel Fabriciano,ES,5.51
20262561,Olivia Santos,31,Agronomia,Lavras,SP,8.68
20262562,Helena Ferreira Medeiros Lopes,49,Agronomia,Salinas,SP,9.63
20262563,Ana Santos Brito,54,Fisica,Teofilo Otoni,DF,5.52
20262564,Daniela Andrade Rocha,27,Agronomia,Uberlandia,RJ,7.87
20262565,Debora Ferreira Rocha,50,Agronomia,Montes Claros,DF,8.54
20262566,Ana Rocha Martins Lima,43,Ciencia da Computacao,Pirapora,MG,7.82
20262567,Fernanda Silva Lopes Cavalcanti,26,Matematica,Vicosa,SP,5.66
20262568,Caio Pereira Lopes Machado,20,Matematica,Januaria,GO,7.6
20262569,Gabriel Teixeira Pereira Oliveira,36,Medicina,Januaria,BA,6.47
20262570,Olivia Nunes Rodrigues Dias,51,Direito,Belo Horizonte,RJ,8.71
20262571,Joao Ferreira,31,Quimica,Sao Francisco,ES,8.53
20262572,Rafaela Carvalho Nascimento,33,Matematica,Januaria,GO,5.03
20262573,Alexandre Machado Ferreira,41,Fisica,Brasilia de Minas,RJ,8.26
20262574,Beatriz Moreira,42,Analise e Desenvolvimento de Sistemas,Curvelo,RJ,7.78
20262575,Helena Alves Moreira,36,Analise e Desenvolvimento de Sistemas,Coronel Fabriciano,GO,8.01
20262576,Rodrigo Lopes Cardoso,49,Sistemas de Informacao,Juiz de Fora,MG,9.19
20262577,Guilherme Moreira Marques,18,Medicina,Diamantina,SP,5.87
20262578,Samuel Soares,22,Quimica,Uberlandia,MG,5.17
20262579,Larissa Rocha,31,Medicina,Ouro Preto,DF,9.01
20262580,Guilherme Soares Oliveira Andrade,25,Ciencia da Computacao,Belo Horizonte,GO,7.75
20262581,Natalia Carvalho,18,Engenharia de Software,Almenara,RJ,7.06
20262582,Rodrigo Alves Soares,34,Fisica,Porteirinha,RJ,5.57
20262583,Pedro Pinto Rocha Carvalho,19,Matematica,Uberlandia,ES,8.91
20262584,Flavia Soares Castro,18,Matematica,Teofilo Otoni,BA,7.48
20262585,Tatiana Brito Teixeira Freitas,35,Medicina,Sao Francisco,MG,9.19
20262586,Beatriz Cavalcanti Freitas,26,Direito,Pirapora,RJ,6.3
20262587,Isabela Monteiro,53,Engenharia Eletrica,Pirapora,DF,6.88
20262588,Tatiana Oliveira Martins Barbosa,31,Matematica,Lavras,DF,7.56
20262589,Natalia Carvalho,53,Direito,Juiz de Fora,GO,8.66
20262590,Pedro Almeida Carvalho Nunes,36,Direito,Juiz de Fora,MG,9.06
20262591,Ana Castro,18,Matematica,Pirapora,SP,5.95
20262592,Guilherme Santos Ribeiro Cavalcanti,26,Administracao,Almenara,SP,6.3
20262593,Carlos Soares,22,Fisica,Teofilo Otoni,DF,9.26
20262594,Luana Oliveira Nascimento Mendes,47,Sistemas de Informacao,Montes Claros,SP,8.71
20262595,Daniela Ramos,55,Quimica,Porteirinha,MG,7.77
20262596,Debora Lopes,53,Fisica,Salinas,MG,8.04
20262597,Yasmin Alves Gomes Gomes,35,Agronomia,Juiz de Fora,MG,7.88
20262598,Matheus Gomes Moreira Soares,54,Administracao,Belo Horizonte,BA,5.87
20262599,Natalia Barbosa,27,Sistemas de Informacao,Brasilia de Minas,MG,6.3
20262600,Olivia Ribeiro Marques Alves,24,Agronomia,Governador Valadares,MG,5.17
20262601,Camila Machado Alves,42,Analise e Desenvolvimento de Sistemas,Januaria,RJ,5.06
20262602,Joao Costa Souza,27,Ciencia da Computacao,Januaria,ES,6.64
20262603,Flavia Marques Lima Rodrigues,54,Medicina,Belo Horizonte,RJ,9.7
20262604,Ana Dias Freitas,48,Matematica,Janauba,MG,5.29
20262605,Igor Dias Medeiros,18,Ciencia da Computacao,Juiz de Fora,BA,8.02
20262606,Carlos Mendes,28,Sistemas de Informacao,Salinas,MG,6.0
20262607,Thiago Oliveira Teixeira Cardoso,22,Fisica,Coronel Fabriciano,RJ,5.7
20262608,Samuel Rocha,35,Quimica,Uberlandia,DF,5.55
20262609,Thiago Costa Monteiro,22,Direito,Montes Claros,RJ,6.26
20262610,Daniela Gomes Almeida,37,Engenharia de Software,Almenara,BA,6.77
20262611,Flavia Silva,27,Medicina,Teofilo Otoni,BA,9.47
20262612,Fernanda Gomes Santos,55,Engenharia de Software,Brasilia de Minas,GO,9.03
20262613,Matheus Ribeiro Moreira Brito,19,Analise e Desenvolvimento de Sistemas,Teofilo Otoni,RJ,8.14
20262614,Gabriel Almeida Lima,48,Administracao,Salinas,GO,7.28
20262615,Leticia Santos Lima Fernandes,40,Quimica,Sao Francisco,ES,7.65
20262616,Carlos Lima,24,Engenharia Eletrica,Curvelo,GO,5.54
20262617,Felipe Pinto Ferreira Costa,45,Agronomia,Coronel Fabriciano,DF,8.45
20262618,Felipe Marques Soares Cardoso,53,Administracao,Lavras,GO,7.06
20262619,Enzo Souza Silva,50,Agronomia,Porteirinha,SP,7.24
20262620,Pedro Mendes,53,Engenharia Eletrica,Curvelo,MG,7.8
20262621,Luana Medeiros Lima,23,Administracao,Brasilia de Minas,MG,5.25
20262622,Camila Martins Nunes,26,Analise e Desenvolvimento de Sistemas,Janauba,BA,6.37
20262623,Isabela Fernandes Mendes,20,Agronomia,Teofilo Otoni,MG,6.1
20262624,Guilherme Rocha Fernandes Machado,29,Sistemas de Informacao,Montes Claros,BA,5.32
20262625,Natalia Gomes,18,Medicina,Janauba,MG,9.31
20262626,Ana Souza Santos Santos,53,Agronomia,Coronel Fabriciano,BA,8.89
20262627,Flavia Freitas Lopes Pinto,25,Matematica,Montes Claros,MG,7.53
20262628,Thiago Ferreira Pereira,34,Engenharia Eletrica,Coronel Fabriciano,DF,5.01
20262629,Fernanda Moreira Medeiros,27,Analise e Desenvolvimento de Sistemas,Almenara,GO,7.42
20262630,Amanda Cavalcanti Medeiros Freitas,20,Administracao,Montes Claros,ES,8.9
20262631,Felipe Ferreira Monteiro,45,Direito,Porteirinha,RJ,6.2
20262632,Gustavo Pinto,50,Engenharia de Software,Diamantina,BA,7.13
20262633,Rafaela Mendes Ferreira Alves,51,Engenharia Eletrica,Janauba,MG,8.24
20262634,Debora Soares Dias,50,Sistemas de Informacao,Curvelo,DF,6.51
20262635,Nicolas Soares Silva Rodrigues,41,Analise e Desenvolvimento de Sistemas,Janauba,DF,6.17
