matricula,nome,idade,curso,cidade,uf,cra
20268410,Rodrigo Rocha Brito,19,Engenharia Eletrica,Vicosa,SP,9.77
20268411,Daniela Silva Rodrigues Freitas,41,Medicina,Montes Claros,SP,7.9
20268412,Joao Monteiro Pereira,36,Engenharia Eletrica,Almenara,RJ,9.62
20268413,Debora Lopes,30,Agronomia,Vicosa,ES,9.54
20268414,Rafaela Pinto Costa,25,Sistemas de Informacao,Diamantina,ES,8.29
20268415,Fernanda Monteiro Ramos Fernandes,20,Ciencia da Computacao,Vicosa,SP,6.09
20268416,Lucas Cavalcanti,34,Analise e Desenvolvimento de Sistemas,Teofilo Otoni,BA,8.24
20268417,Olivia Rocha Moreira,48,Sistemas de Informacao,Curvelo,SP,6.34
20268418,Matheus Ribeiro,26,Sistemas de Informacao,Uberlandia,SP,9.57
20268419,Rafaela Lopes,32,Engenharia de Software,Diamantina,BA,8.1
20268420,Olivia Ribeiro,26,Sistemas de Informacao,Juiz de Fora,SP,6.84
20268421,Caio Moura Carvalho,37,Fisica,Porteirinha,GO,9.44
20268422,Pedro Santos Brito Teixeira,23,Quimica,Lavras,DF,5.41
20268423,Juliana Vieira Gomes Fernandes,25,Sistemas de Informacao,Governador Valadares,RJ,9.81
20268424,Gustavo Ramos Andrade,28,Sistemas de Informacao,Lavras,GO,7.49
20268425,Luana Almeida,55,Direito,Porteirinha,ES,7.68
20268426,Gustavo Ribeiro Brito Almeida,44,Direito,Juiz de Fora,ES,6.8
20268427,Caio Dias,35,Quimica,Governador Valadares,SP,6.39
20268428,Juliana Castro Freitas Almeida,49,Sistemas de Informacao,Uberlandia,ES,5.92
20268429,Olivia Soares Cavalcanti Carvalho,30,Direito,Sao Francisco,SP,9.85
20268430,Pedro Ramos Cavalcanti,39,Engenharia Eletrica,Diamantina,ES,5.96
20268431,Gabriel Moreira Dias Carvalho,25,Sistemas de Informacao,Uberlandia,SP,6.7
20268432,Luana Moreira Mendes,40,Direito,Januaria,SP,7.34
20268433,Matheus Ferreira Andrade Brito,23,Fisica,Ouro Preto,BA,9.45
20268434,Pedro Almeida Andrade Nunes,28,Fisica,Sao Francisco,SP,5.08
20268435,Leticia Barbosa Pereira,21,Quimica,Diamantina,GO,6.28
20268436,Pedro Mendes,30,Fisica,Almenara,MG,9.58
20268437,Igor Lima Oliveira,23,Direito,Diamantina,DF,7.65
20268438,Igor Machado,20,Administracao,Ouro Preto,RJ,8.08
20268439,Leticia Marques Marques Almeida,18,Direito,Montes Claros,ES,8.05
20268440,Vinicius Cavalcanti Cavalcanti,44,Analise e Desenvolvimento de Sistemas,Governador Valadares,GO,7.99
20268441,Alexandre Machado Monteiro Alves,54,Sistemas de Informacao,Governador Valadares,ES,8.73
20268442,Fernanda Ferreira Santos,26,Matematica,Lavras,SP,7.85
20268443,Nicolas Rocha Silva,54,Analise e Desenvolvimento de Sistemas,Almenara,RJ,6.81
20268444,Enzo Castro,36,Agronomia,Coronel Fabriciano,BA,9.28
20268445,Daniela Ferreira Lopes,18,Administracao,Janauba,DF,5.97
20268446,Gustavo Nunes,22,Engenharia Eletrica,Ouro Preto,RJ,6.86
20268447,Helena Rodrigues Dias Ferreira,42,Engenharia de Software,Porteirinha,RJ,8.91
20268448,Juliana Martins Brito,44,Medicina,Governador Valadares,RJ,7.75
20268449,Bruno Souza Moura,18,Ciencia da Computacao,Brasilia de Minas,RJ,5.02
20268450,Guilherme Oliveira,18,Agronomia,Lavras,DF,9.22
20268451,Nicolas Medeiros Ferreira,30,Quimica,Porteirinha,ES,7.25
20268452,Bruno Andrade,31,Agronomia,Lavras,ES,8.16
20268453,Gabriel Costa Brito,18,Engenharia de Software,Porteirinha,BA,7.46
20268454,Juliana Lopes Marques Pereira,45,Ciencia da Computacao,Salinas,MG,8.25
20268455,Natalia Gomes Monteiro,31,Quimica,Ouro Preto,BA,5.34
20268456,Gabriel Oliveira Alves Andrade,24,Ciencia da Computacao,Uberlandia,MG,9.17
20268457,Rodrigo Barbosa Medeiros,48,Fisica,Montes Claros,SP,9.6
20268458,Carlos Pinto Mendes,47,Fisica,Coronel Fabriciano,DF,9.45
20268459,Rafaela Alves Oliveira,21,Matematica,Brasilia de Minas,SP,5.99
20268460,Tatiana Lima Lima,31,Administracao,Janauba,GO,8.96
20268461,Fernanda Soares,48,Quimica,Teofilo Otoni,GO,8.32
20268462,Enzo Gomes,30,Analise e Desenvolvimento de Sistemas,Almenara,DF,7.25
20268463,Carlos Pinto Fernandes Barbosa,34,Agronomia,Diamantina,MG,7.43
20268464,Vinicius Pinto Carvalho Marques,18,Engenharia Eletrica,Coronel Fabriciano,MG,7.14
20268465,Enzo Almeida Santos,49,Analise e Desenvolvimento de Sistemas,Juiz de Fora,BA,5.74
20268466,Alexandre Cardoso Andrade Cavalcanti,34,Agronomia,Diamantina,RJ,6.02
20268467,Carlos Alves,31,Agronomia,Governador Valadares,ES,7.67
20268468,Thiago Rocha,46,Agronomia,Lavras,BA,5.85
20268469,Pedro Dias Moura,45,Sistemas de Informacao,Belo Horizonte,SP,9.81
20268470,Igor Almeida,36,Sistemas de Informacao,Almenara,RJ,6.48
20268471,Samuel Fernandes,27,Analise e Desenvolvimento de Sistemas,Montes Claros,SP,6.87
20268472,Beatriz Mendes Mendes,44,Ciencia da Computacao,Coronel Fabriciano,MG,8.1
20268473,Helena Ramos,34,Analise e Desenvolvimento de Sistemas,Brasilia de Minas,BA,5.61
20268474,Rafaela Brito Cavalcanti,50,Matematica,Belo Horizonte,GO,9.71
20268475,Gabriel Machado,44,Engenharia de Software,Coronel Fabriciano,RJ,9.64
20268476,Juliana Nunes,53,Direito,Brasilia de Minas,GO,7.74
20268477,Gabriel Mendes,45,Fisica,Uberlandia,MG,5.72
20268478,Enzo Monteiro Rocha,55,Direito,Coronel Fabriciano,RJ,6.48
20268479,Lucas Machado Andrade,20,Sistemas de Informacao,Ouro Preto,BA,7.32
20268480,Yasmin Marques Brito Fernandes,52,Sistemas de Informacao,Janauba,GO,6.43
20268481,Enzo Lopes Vieira,36,Direito,Ouro Preto,BA,5.2
20268482,Natalia Moreira,50,Analise e Desenvolvimento de Sistemas,Sao Francisco,DF,5.78
20268483,Camila Rodrigues Lopes Ramos,26,Fisica,Porteirinha,BA,9.3
20268484,Vinicius Marques,41,Analise e Desenvolvimento de Sistemas,Janauba,BA,5.33
20268485,Daniela Dias Cardoso,26,Administracao,Vicosa,RJ,7.8
20268486,Carlos Souza,27,Quimica,Januaria,BA,5.19
20268487,Daniela Ramos,47,Matematica,Montes Claros,GO,5.14
20268488,Fernanda Andrade,30,Sistemas de Informacao,Diamantina,ES,7.66
20268489,Thiago Brito,39,Medicina,Janauba,MG,9.55
20268490,Lucas Ramos Pereira,53,Engenharia Eletrica,Januaria,RJ,5.98
20268491,Debora Vieira Fernandes,52,Ciencia da Computacao,Uberlandia,RJ,7.2
20268492,Tatiana Machado Lima Brito,20,Fisica,Uberlandia,SP,5.31
20268493,Igor Nunes Rocha,34,Direito,Belo Horizonte,RJ,5.18
20268494,Eduardo Barbosa,25,Medicina,Almenara,BA,7.72
20268495,Camila Ramos Souza,19,Ciencia da Computacao,Curvelo,ES,6.67
20268496,Daniela Marques Castro Carvalho,39,Fisica,Vicosa,RJ,6.18
20268497,Helena Ribeiro Martins,38,Engenharia de Software,Belo Horizonte,GO,6.05
20268498,Flavia Gomes,18,Analise e Desenvolvimento de Sistemas,Vicosa,RJ,5.27
20268499,Carlos Ramos Oliveira,46,Analise e Desenvolvimento de Sistemas,Vicosa,BA,9.41
20268500,Felipe Oliveira Lopes,23,Administracao,Governador Valadares,GO,7.17
20268501,Gustavo Silva,35,Administracao,Uberlandia,MG,5.22
20268502,Rafaela Rodrigues Pinto,55,Engenharia de Software,Curvelo,BA,9.8
20268503,Gustavo Rodrigues Moreira,23,Medicina,Governador Valadares,MG,5.92
20268504,Luana Monteiro Gomes,44,Fisica,Teofilo Otoni,BA,9.63
20268505,Beatriz Mendes Barbosa,24,Matematica,Porteirinha,GO,6.69
20268506,Carlos Moura Brito,20,Administracao,Coronel Fabriciano,MG,6.14
20268507,Ana Pinto Ferreira,42,Engenharia Eletrica,Uberlandia,ES,6.07
20268508,Nicolas Lopes Moreira,30,Engenharia de Software,Janauba,DF,8.9
20268509,Tatiana Almeida Martins,29,Quimica,Coronel Fabriciano,SP,6.36
20268510,Rodrigo Alves Nunes Barbosa,55,Engenharia de Software,Uberlandia,MG,8.87
20268511,Rodrigo Marques Monteiro Pereira,38,Matematica,Pirapora,SP,7.02
20268512,Bruno Ramos Pinto,34,Matematica,Pirapora,RJ,8.2
20268513,Bruno Machado Santos Cavalcanti,24,Sistemas de Informacao,Sao Francisco,RJ,9.19
20268514,Juliana Brito Moura,28,Sistemas de Informacao,Porteirinha,ES,7.86
20268515,Eduardo Barbosa Cardoso Souza,44,Direito,Sao Francisco,ES,6.92
20268516,Bruno Santos Ribeiro,25,Fisica,Curvelo,GO,7.21
20268517,Guilherme Barbosa Mendes,18,Fisica,Brasilia de Minas,GO,7.73
20268518,Fernanda Nunes Dias,43,Engenharia Eletrica,Almenara,SP,7.14
20268519,Guilherme Pinto,40,Engenharia Eletrica,Almenara,DF,6.82
20268520,Igor Teixeira Santos,29,Administracao,Pirapora,DF,8.94
20268521,Mariana Gomes Moura Vieira,49,Engenharia de Software,Coronel Fabriciano,ES,7.38
20268522,Helena Carvalho Machado,51,Engenharia Eletrica,Governador Valadares,SP,9.41
20268523,Tatiana Fernandes Moreira,32,Medicina,Ouro Preto,MG,9.01
20268524,Igor Mendes Lima Brito,23,Direito,Pirapora,SP,5.61
20268525,Mariana Brito,20,Medicina,Lavras,ES,9.59
20268526,Eduardo Pinto Martins,43,Fisica,Teofilo Otoni,RJ,8.09
20268527,Olivia Ferreira Almeida Barbosa,55,Engenharia de Software,Uberlandia,MG,7.28
20268528,Rodrigo Costa,39,Sistemas de Informacao,Pirapora,ES,8.24
20268529,Beatriz Costa Lima,28,Matematica,Belo Horizonte,MG,9.66
20268530,Mariana Almeida Ferreira,23,Medicina,Brasilia de Minas,RJ,9.01
20268531,Joao Silva Soares,54,Agronomia,Lavras,GO,9.86
20268532,Mariana Santos,42,Fisica,Januaria,SP,9.05
20268533,Yasmin Lopes Costa,50,Engenharia de Software,Sao Francisco,DF,8.16
20268534,Gustavo Medeiros Carvalho Cavalcanti,47,Quimica,Lavras,ES,6.32
20268535,Joao Vieira,54,Engenharia Eletrica,Porteirinha,ES,7.21
20268536,Mariana Mendes Carvalho Silva,18,Matematica,Teofilo Otoni,MG,9.08
20268537,Leticia Ramos,21,Administracao,Governador Valadares,GO,8.07
20268538,Thiago Gomes,35,Ciencia da Computacao,Salinas,MG,6.85
20268539,Bruno Ferreira Marques Cavalcanti,20,Direito,Diamantina,BA,9.49
20268540,Thiago Freitas,41,Fisica,Januaria,RJ,7.4
20268541,Leticia Brito,19,Administracao,Uberlandia,SP,8.15
20268542,Isabela Andrade Andrade,32,Engenharia de Software,Montes Claros,MG,8.91
20268543,Natalia Ferreira Marques,22,Direito,Almenara,DF,7.24
20268544,Luana Medeiros Dias,34,Analise e Desenvolvimento de Sistemas,Salinas,GO,8.07
20268545,Gabriel Rodrigues Cavalcanti,44,Matematica,Lavras,MG,9.33
20268546,Mariana Pereira Teixeira Andrade,54,Sistemas de Informacao,Curvelo,BA,5.25
20268547,Vinicius Fernandes,27,Sistemas de Informacao,Curvelo,SP,7.02
20268548,Luana Freitas Nunes Alves,44,Administracao,Pirapora,MG,7.62
20268549,Daniela Ferreira Santos,54,Sistemas de Informacao,Januaria,DF,8.91
20268550,Leticia Machado Nunes,38,Medicina,Vicosa,MG,7.98
20268551,Beatriz Cardoso Costa Medeiros,20,Analise e Desenvolvimento de Sistemas,Porteirinha,MG,8.2
20268552,Alexandre Rodrigues Freitas,42,Direito,Diamantina,GO,7.34
20268553,Lucas Nascimento Pinto Santos,43,Analise e Desenvolvimento de Sistemas,Sao Francisco,ES,8.4
20268554,Helena Andrade,22,Fisica,Januaria,MG,7.97
20268555,Gabriel Ribeiro Brito Pinto,51,Sistemas de Informacao,Porteirinha,ES,9.54
20268556,Olivia Ferreira Alves,18,Analise e Desenvolvimento de Sistemas,Janauba,ES,5.13
20268557,Fernanda Souza Pinto,23,Sistemas de Informacao,Januaria,GO,6.24
20268558,Amanda Almeida Teixeira,48,Matematica,Sao Francisco,ES,9.47
20268559,Camila Barbosa Rocha,33,Medicina,Porteirinha,DF,6.92
20268560,Luana Marques Moreira Ribeiro,30,Quimica,Januaria,MG,5.93
20268561,Flavia Martins Freitas,40,Direito,Januaria,ES,5.34
20268562,Felipe Silva,47,Direito,Ouro Preto,BA,6.05
20268563,Mariana Marques Rodrigues,36,Quimica,Brasilia de Minas,RJ,6.29
20268564,Caio Andrade Mendes Nascimento,32,Engenharia Eletrica,Januaria,MG,9.57
20268565,Isabela Monteiro Castro Mendes,37,Sistemas de Informacao,Vicosa,SP,7.18
20268566,Camila Castro,22,Sistemas de Informacao,Sao Francisco,SP,5.64
20268567,Flavia Nascimento,30,Matematica,Vicosa,ES,6.23
20268568,Ana Rodrigues Dias,53,Fisica,Uberlandia,DF,9.58
20268569,Vinicius Medeiros Costa,46,Sistemas de Informacao,Sao Francisco,SP,6.62
20268570,Camila Martins Gomes Fernandes,19,Sistemas de Informacao,Belo Horizonte,MG,9.78
20268571,Eduardo Lima Costa Pinto,36,Analise e Desenvolvimento de Sistemas,Governador Valadares,RJ,5.52
20268572,Alexandre Oliveira Alves Souza,27,Fisica,Diamantina,ES,6.46
20268573,Igor Pinto Souza,21,Matematica,Brasilia de Minas,MG,5.6
20268574,Samuel Brito Alves Medeiros,29,Agronomia,Belo Horizonte,BA,6.45
20268575,Gabriel Pereira Silva,55,Quimica,Uberlandia,GO,9.11
20268576,Mariana Vieira Brito,22,Engenharia Eletrica,Uberlandia,ES,9.23
20268577,Yasmin Freitas Monteiro,46,Direito,Uberlandia,BA,7.98
20268578,Enzo Mendes Castro,31,Ciencia da Computacao,Juiz de Fora,BA,5.58
20268579,Natalia Monteiro Ribeiro Rodrigues,55,Quimica,Almenara,RJ,7.96
20268580,Daniela Nunes,50,Fisica,Porteirinha,DF,6.93
20268581,Natalia Lopes,37,Medicina,Juiz de Fora,RJ,5.93
20268582,Rodrigo Freitas Martins Alves,23,Engenharia Eletrica,Belo Horizonte,SP,6.41
20268583,Alexandre Monteiro Moreira,48,Engenharia de Software,Janauba,RJ,8.89
20268584,Yasmin Almeida Pereira Carvalho,28,Agronomia,Pirapora,DF,8.65
20268585,Eduardo Martins Marques Teixeira,29,Analise e Desenvolvimento de Sistemas,Diamantina,GO,8.55
20268586,Carlos Vieira Machado,18,Agronomia,Brasilia de Minas,RJ,8.35
20268587,Yasmin Oliveira Cardoso,26,Engenharia de Software,Lavras,DF,9.03
20268588,Gabriel Teixeira Cardoso Brito,48,Engenharia Eletrica,Vicosa,ES,9.5
20268589,Samuel Monteiro Ferreira,38,Quimica,Teofilo Otoni,RJ,7.21
20268590,Caio Costa,49,Medicina,Montes Claros,RJ,8.11
20268591,Isabela Ferreira Lopes Ribeiro,20,Engenharia de Software,Januaria,DF,9.27
20268592,Rafaela Costa Costa,30,Administracao,Teofilo Otoni,GO,7.48
20268593,Amanda Freitas,54,Matematica,Salinas,DF,5.51
20268594,Bruno Cardoso,32,Administracao,Coronel Fabriciano,MG,8.91
20268595,Flavia Freitas Pereira Pinto,46,Matematica,Uberlandia,DF,9.76
20268596,Eduardo Moreira Ribeiro,43,Administracao,Vicosa,MG,8.71
20268597,Felipe Ribeiro,44,Fisica,Sao Francisco,ES,7.42
20268598,Olivia Costa,25,Sistemas de Informacao,Juiz de Fora,MG,8.27
20268599,Fernanda Nascimento Pereira Brito,46,Fisica,Montes Claros,ES,9.13
20268600,Larissa Almeida Alves Machado,48,Analise e Desenvolvimento de Sistemas,Porteirinha,ES,8.04
20268601,Samuel Gomes Machado,49,Agronomia,Uberlandia,GO,5.45
20268602,Tatiana Silva Rocha,37,Agronomia,Sao Francisco,GO,5.55
20268603,Gabriel Lima,42,Agronomia,Vicosa,BA,7.3
20268604,Tatiana Brito,50,Direito,Vicosa,MG,9.45
20268605,Camila Castro Lima,49,Agronomia,Pirapora,GO,5.71
20268606,Rodrigo Almeida Carvalho,54,Fisica,Curvelo,MG,7.9
20268607,Amanda Carvalho Marques Teixeira,44,Engenharia de Software,Teofilo Otoni,MG,6.55
20268608,Igor Nunes,22,Ciencia da Computacao,Curvelo,GO,5.32
20268609,Juliana Cardoso,49,Medicina,Coronel Fabriciano,GO,9.47
20268610,Thiago Monteiro,31,Direito,Uberlandia,GO,8.07
20268611,Lucas Marques Barbosa,28,Administracao,Uberlandia,DF,7.21
20268612,Fernanda Soares Lima,30,Medicina,Almenara,RJ,8.31
20268613,Rafaela Vieira Oliveira,47,Engenharia Eletrica,Coronel Fabriciano,BA,8.76
20268614,Isabela Soares Cardoso,51,Quimica,Brasilia de Minas,ES,7.13
20268615,Enzo Soares Pereira,32,Engenharia Eletrica,Montes Claros,RJ,6.97
20268616,Carlos Gomes Brito Ramos,27,Matematica,Brasilia de Minas,SP,5.58
20268617,Caio Marques Silva Castro,55,Ciencia da Computacao,Salinas,GO,6.28
20268618,Flavia Monteiro Rodrigues,21,Administracao,Janauba,DF,7.91
20268619,Ana Carvalho Nunes Carvalho,27,Administracao,Teofilo Otoni,BA,7.33
20268620,Vinicius Carvalho,27,Sistemas de Informacao,Uberlandia,MG,9.77
20268621,Tatiana Moreira Ribeiro,36,Ciencia da Computacao,Coronel Fabriciano,GO,7.53
20268622,Beatriz Castro Soares Nascimento,51,Direito,Januaria,DF,5.71
20268623,Matheus Rodrigues Oliveira Dias,42,Engenharia de Software,Januaria,GO,5.11
20268624,Yasmin Alves Andrade,51,Administracao,Vicosa,ES,6.56
20268625,Bruno Cavalcanti,49,Quimica,Porteirinha,DF,5.49
20268626,Debora Santos Freitas Dias,49,Administracao,Porteirinha,SP,7.83
20268627,Thiago Ribeiro Alves,37,Agronomia,Pirapora,ES,6.93
20268628,Tatiana Souza,36,Analise e Desenvolvimento de Sistemas,Coronel Fabriciano,SP,6.43
20268629,Amanda Rodrigues Machado,21,Ciencia da Computacao,Teofilo Otoni,GO,5.68
20268630,Beatriz Machado Ramos,28,Administracao,Coronel Fabriciano,BA,6.48
20268631,Gabriel Freitas Cavalcanti Rodrigues,37,Agronomia,Januaria,ES,7.99
20268632,Debora Monteiro Moreira Alves,37,Administracao,Governador Valadares,BA,8.22
20268633,Helena Rodrigues Pinto Almeida,42,Agronomia,Juiz de Fora,DF,6.78
20268634,Fernanda Costa Ribeiro,50,Direito,Uberlandia,RJ,5.06
20268635,Yasmin Cardoso Rodrigues,52,Administracao,Curvelo,SP,8.23
20268636,Gustavo Souza Soares,20,Agronomia,Januaria,ES,9.49
20268637,Camila Almeida,38,Quimica,Janauba,GO,7.36
20268638,Larissa Oliveira Pinto,31,Engenharia Eletrica,Governador Valadares,MG,8.56
20268639,Eduardo Gomes Dias Pinto,39,Analise e Desenvolvimento de Sistemas,Janauba,BA,8.08
20268640,Vinicius Pereira Costa Machado,44,Administracao,Teofilo Otoni,GO,5.22
20268641,Alexandre Nunes Marques,20,Matematica,Montes Claros,GO,5.75
20268642,Yasmin Rodrigues Rodrigues,22,Quimica,Pirapora,GO,5.64
20268643,Carlos Gomes,42,Engenharia Eletrica,Janauba,SP,9.28
20268644,Juliana Freitas Mendes,23,Fisica,Porteirinha,MG,9.38
20268645,Caio Lima Moura,52,Direito,Uberlandia,SP,8.58
20268646,Rodrigo Santos Brito,19,Quimica,Porteirinha,ES,8.4
20268647,Bruno Dias,24,Quimica,Lavras,SP,9.07
20268648,Enzo Fernandes Alves Martins,49,Sistemas de Informacao,Ouro Preto,MG,5.52
20268649,Eduardo Barbosa,34,Agronomia,Ouro Preto,RJ,9.63
20268650,Rodrigo Oliveira Ribeiro,38,Medicina,Porteirinha,ES,6.68
20268651,Thiago Castro Mendes Dias,29,Administracao,Sao Francisco,DF,8.95
20268652,Daniela Nascimento Marques,26,Agronomia,Brasilia de Minas,SP,9.22
20268653,Juliana Brito,20,Quimica,Ouro Preto,MG,8.46
20268654,Gustavo Marques Ribeiro,33,Matematica,Janauba,GO,8.84
20268655,Isabela Ferreira Martins Moreira,23,Medicina,Pirapora,MG,9.42
20268656,Natalia Soares,54,Fisica,Almenara,MG,8.91
20268657,Luana Marques Brito Teixeira,42,Ciencia da Computacao,Januaria,GO,8.51
20268658,Alexandre Mendes Ferreira,41,Medicina,Janauba,RJ,5.68
20268659,Thiago Vieira Ramos,44,Engenharia de Software,Uberlandia,DF,9.9
20268660,Vinicius Dias Freitas,50,Medicina,Governador Valadares,DF,8.43
20268661,Ana Pinto Dias Pereira,53,Ciencia da Computacao,Curvelo,SP,7.92
20268662,Daniela Nascimento Moreira Santos,31,Sistemas de Informacao,Coronel Fabriciano,DF,9.24
20268663,Igor Dias Alves,21,Analise e Desenvolvimento de Sistemas,Pirapora,SP,9.18
20268664,Larissa Oliveira,33,Analise e Desenvolvimento de Sistemas,Montes Claros,DF,9.65
20268665,Matheus Cardoso Marques,44,Agronomia,Ouro Preto,DF,7.18
20268666,Vinicius Ferreira,21,Agronomia,Januaria,ES,8.24
20268667,Matheus Gomes,54,Matematica,Uberlandia,RJ,5.84
20268668,Camila Dias Nascimento,25,Medicina,Juiz de Fora,MG,9.6
20268669,Vinicius Medeiros Ferreira,46,Engenharia Eletrica,Januaria,MG,6.14
20268670,Beatriz Ramos Oliveira,39,Agronomia,Diamantina,GO,6.07
20268671,Yasmin Pinto Fernandes Lopes,49,Engenharia de Software,Vicosa,SP,5.29
20268672,Leticia Dias Carvalho,54,Matematica,Teofilo Otoni,ES,6.96
20268673,Amanda Almeida Soares,23,Engenharia Eletrica,Sao Francisco,BA,6.74
20268674,Gabriel Nunes Nascimento,21,Administracao,Brasilia de Minas,BA,8.46
20268675,Bruno Nascimento Vieira Souza,43,Matematica,Uberlandia,SP,5.49
20268676,Enzo Monteiro Ribeiro,47,Sistemas de Informacao,Janauba,RJ,8.74
20268677,Rafaela Brito Lopes Oliveira,21,Matematica,Almenara,GO,5.76
20268678,Eduardo Ferreira Cardoso Cardoso,25,Medicina,Sao Francisco,GO,5.94
20268679,Rafaela Pereira Cardoso Vieira,28,Engenharia Eletrica,Pirapora,SP,5.65
20268680,Amanda Costa Machado Castro,33,Administracao,Montes Claros,ES,7.88
20268681,Nicolas Brito,41,Medicina,Pirapora,BA,5.46
20268682,Thiago Cavalcanti Machado Cavalcanti,51,Administracao,Belo Horizonte,SP,7.92
20268683,Pedro Silva,48,Medicina,Coronel Fabriciano,DF,7.2
20268684,Larissa Ramos Oliveira,43,Engenharia de Software,Almenara,BA,6.8
20268685,Debora Rodrigues Machado,19,Analise e Desenvolvimento de Sistemas,Pirapora,BA,5.31
20268686,Fernanda Barbosa Soares,26,Quimica,Belo Horizonte,ES,9.52
20268687,Tatiana Souza Lopes,26,Direito,Porteirinha,MG,6.68
20268688,Mariana Gomes Andrade,41,Matematica,Almenara,DF,5.67
20268689,Luana Ribeiro,18,Direito,Brasilia de Minas,SP,5.38
20268690,Camila Moreira,28,Matematica,Vicosa,ES,9.1
20268691,Rodrigo Vieira Rocha Martins,51,Engenharia Eletrica,Teofilo Otoni,DF,7.8
20268692,Isabela Machado,21,Engenharia de Software,Montes Claros,GO,9.25
20268693,Bruno Pinto Monteiro Pinto,32,Quimica,Uberlandia,ES,8.6
20268694,Matheus Gomes,22,Medicina,Salinas,ES,9.22
20268695,Larissa Vieira Soares,20,Ciencia da Computacao,Januaria,SP,6.24
20268696,Fernanda Costa Lima Costa,44,Engenharia de Software,Curvelo,BA,6.09
20268697,Yasmin Barbosa Nascimento,20,Analise e Desenvolvimento de Sistemas,Lavras,ES,9.4
20268698,Isabela Fernandes Brito,55,Medicina,Teofilo Otoni,GO,9.4
20268699,Alexandre Martins,48,Direito,Brasilia de Minas,DF,5.89
20268700,Joao Rodrigues Moreira,36,Agronomia,Porteirinha,BA,8.72
20268701,Caio Vieira,43,Sistemas de Informacao,Coronel Fabriciano,MG,6.58
20268702,Debora Nascimento Nascimento,52,Agronomia,Janauba,ES,7.89
20268703,Camila Medeiros Souza Almeida,35,Direito,Juiz de Fora,GO,9.57
20268704,Luana Medeiros Nascimento,53,Medicina,Belo Horizonte,GO,7.98
20268705,Gabriel Pereira Rodrigues Almeida,21,Agronomia,Belo Horizonte,BA,8.61
20268706,Mariana Alves Machado Alves,46,Administracao,Almenara,SP,9.63
20268707,Thiago Freitas Carvalho Alves,19,Sistemas de Informacao,Governador Valadares,ES,8.12
20268708,Gabriel Gomes Machado,38,Sistemas de Informacao,Lavras,MG,5.01
20268709,Joao Vieira,52,Agronomia,Ouro Preto,RJ,5.37
20268710,Samuel Moura,36,Ciencia da Computacao,Porteirinha,DF,6.21
20268711,Leticia Souza Souza Cavalcanti,42,Administracao,Uberlandia,SP,7.54
20268712,Alexandre Carvalho Brito,33,Administracao,Almenara,BA,9.29
20268713,Rafaela Brito Carvalho,42,Engenharia de Software,Uberlandia,ES,6.71
20268714,Yasmin Machado Andrade,54,Sistemas de Informacao,Montes Claros,SP,6.47
20268715,Debora Souza Freitas,31,Sistemas de Informacao,Sao Francisco,RJ,7.95
20268716,Luana Souza Cardoso,48,Sistemas de Informacao,Uberlandia,ES,5.63
20268717,Igor Oliveira,43,Administracao,Almenara,RJ,9.82
20268718,Beatriz Oliveira Ramos Silva,22,Sistemas de Informacao,Januaria,MG,9.18
20268719,Matheus Andrade Moura,50,Sistemas de Informacao,Almenara,BA,7.35
20268720,Rodrigo Rocha Pinto,32,Engenharia Eletrica,Vicosa,ES,9.3
20268721,Rodrigo Cardoso Carvalho,35,Ciencia da Computacao,Sao Francisco,BA,7.65
20268722,Flavia Mendes Freitas Silva,30,Direito,Belo Horizonte,RJ,7.77
20268723,Matheus Gomes Monteiro,20,Analise e Desenvolvimento de Sistemas,Uberlandia,RJ,9.32
20268724,Thiago Medeiros Medeiros Soares,43,Quimica,Sao Francisco,DF,5.16
20268725,Beatriz Cardoso,51,Sistemas de Informacao,Teofilo Otoni,BA,8.14
20268726,Luana Freitas Oliveira,52,Analise e Desenvolvimento de Sistemas,Brasilia de Minas,MG,7.13
20268727,Luana Andrade Almeida,43,Engenharia de Software,Brasilia de Minas,MG,6.33
20268728,Natalia Mendes Vieira Dias,54,Quimica,Curvelo,SP,5.59
20268729,Enzo Teixeira Silva,52,Matematica,Lavras,ES,9.48
20268730,Amanda Martins Costa Santos,46,Matematica,Coronel Fabriciano,SP,6.43
20268731,Eduardo Cardoso Nascimento,40,Sistemas de Informacao,Janauba,DF,8.48
20268732,Eduardo Ribeiro Nascimento,38,Sistemas de Informacao,Janauba,MG,9.42
20268733,Nicolas Souza Cavalcanti Medeiros,47,Analise e Desenvolvimento de Sistemas,Vicosa,DF,7.01
20268734,Matheus Moura Cardoso,21,Analise e Desenvolvimento de Sistemas,Diamantina,BA,9.33
20268735,Beatriz Teixeira,31,Fisica,Coronel Fabriciano,BA,5.19
20268736,Luana Lima Teixeira Nascimento,51,Quimica,Uberlandia,RJ,9.79
20268737,Enzo Santos Vieira,50,Fisica,Governador Valadares,ES,7.55
20268738,Igor Monteiro Pereira,46,Quimica,Janauba,MG,7.12
20268739,Amanda Vieira Freitas Rodrigues,52,Agronomia,Lavras,MG,8.31
20268740,Luana Nascimento Rodrigues,32,Engenharia Eletrica,Curvelo,MG,9.34
20268741,Thiago Marques Mendes,30,Ciencia da Computacao,Juiz de Fora,SP,6.92
20268742,Enzo Carvalho Cavalcanti Moreira,36,Administracao,Salinas,MG,9.4
20268743,Leticia Alves Costa Mendes,47,Matematica,Porteirinha,ES,5.6
